user_id,company_id,email,role,is_active,created_at
58,58,user58@saas.example,member,true,2023-03-31
59,59,user59@saas.example,admin,true,2023-04-01
60,60,user60@saas.example,admin,true,2023-04-02
61,61,user61@saas.example,admin,true,2023-04-03
62,62,user62@saas.example,admin,true,2023-04-04
63,63,user63@saas.example,member,true,2023-04-05
64,64,user64@saas.example,admin,true,2023-04-06
65,65,user65@saas.example,member,false,2023-04-07
66,66,user66@saas.example,member,true,2023-04-08
67,67,user67@saas.example,billing,true,2023-04-09
68,68,user68@saas.example,admin,true,2023-04-10
69,69,user69@saas.example,admin,true,2023-04-11
70,70,user70@saas.example,billing,true,2023-04-12
71,71,user71@saas.example,billing,true,2023-04-13
72,72,user72@saas.example,billing,true,2023-04-14
73,73,user73@saas.example,member,true,2023-04-15
74,74,user74@saas.example,billing,true,2023-04-16
75,75,user75@saas.example,admin,true,2023-04-17
76,76,user76@saas.example,admin,true,2023-04-18
77,77,user77@saas.example,admin,true,2023-04-19
78,78,user78@saas.example,member,false,2023-04-20
79,79,user79@saas.example,admin,true,2023-04-21
80,80,user80@saas.example,billing,true,2023-04-22
81,1,user81@saas.example,member,true,2023-04-23
82,2,user82@saas.example,member,true,2023-04-24
83,3,user83@saas.example,billing,true,2023-04-25
84,4,user84@saas.example,member,true,2023-04-26
85,5,user85@saas.example,member,true,2023-04-27
86,6,user86@saas.example,admin,true,2023-04-28
87,7,user87@saas.example,member,true,2023-04-29
88,8,user88@saas.example,member,true,2023-04-30
89,9,user89@saas.example,billing,true,2023-05-01
90,10,user90@saas.example,billing,true,2023-05-02
91,11,user91@saas.example,member,false,2023-05-03
92,12,user92@saas.example,billing,true,2023-05-04
93,13,user93@saas.example,admin,true,2023-05-05
94,14,user94@saas.example,billing,true,2023-05-06
95,15,user95@saas.example,member,true,2023-05-07
96,16,user96@saas.example,admin,true,2023-05-08
97,17,user97@saas.example,member,true,2023-05-09
98,18,user98@saas.example,member,true,2023-05-10
99,19,user99@saas.example,admin,true,2023-05-11
100,20,user100@saas.example,admin,true,2023-05-12
101,21,user101@saas.example,member,true,2023-05-13
102,22,user102@saas.example,member,true,2023-05-14
103,23,user103@saas.example,billing,true,2023-05-15
104,24,user104@saas.example,member,false,2023-05-16
105,25,user105@saas.example,member,true,2023-05-17
106,26,user106@saas.example,member,true,2023-05-18
107,27,user107@saas.example,admin,true,2023-05-19
108,28,user108@saas.example,admin,true,2023-05-20
109,29,user109@saas.example,billing,true,2023-05-21
110,30,user110@saas.example,billing,true,2023-05-22
111,31,user111@saas.example,member,true,2023-05-23
112,32,user112@saas.example,member,true,2023-05-24
113,33,user113@saas.example,member,true,2023-05-25
114,34,user114@saas.example,member,true,2023-05-26
115,35,user115@saas.example,billing,true,2023-05-27
116,36,user116@saas.example,admin,true,2023-05-28
117,37,user117@saas.example,admin,false,2023-05-29
118,38,user118@saas.example,billing,true,2023-05-30
119,39,user119@saas.example,member,true,2023-05-31
120,40,user120@saas.example,admin,true,2023-06-01
121,41,user121@saas.example,billing,true,2023-06-02
122,42,user122@saas.example,billing,true,2023-06-03
123,43,user123@saas.example,member,true,2023-06-04
124,44,user124@saas.example,member,true,2023-06-05
125,45,user125@saas.example,member,true,2023-06-06
126,46,user126@saas.example,member,true,2023-06-07
127,47,user127@saas.example,admin,true,2023-06-08
128,48,user128@saas.example,admin,true,2023-06-09
129,49,user129@saas.example,billing,true,2023-06-10
130,50,user130@saas.example,member,false,2023-06-11
131,51,user131@saas.example,admin,true,2023-06-12
132,52,user132@saas.example,billing,true,2023-06-13
133,53,user133@saas.example,billing,true,2023-06-14
134,54,user134@saas.example,admin,true,2023-06-15
135,55,user135@saas.example,admin,true,2023-06-16
136,56,user136@saas.example,member,true,2023-06-17
137,57,user137@saas.example,admin,true,2023-06-18
138,58,user138@saas.example,billing,true,2023-06-19
139,59,user139@saas.example,billing,true,2023-06-20
140,60,user140@saas.example,billing,true,2023-06-21
141,61,user141@saas.example,member,true,2023-06-22
142,62,user142@saas.example,billing,true,2023-06-23
143,63,user143@saas.example,billing,false,2023-06-24
144,64,user144@saas.example,admin,true,2023-06-25
145,65,user145@saas.example,billing,true,2023-06-26
146,66,user146@saas.example,billing,true,2023-06-27
147,67,user147@saas.example,admin,true,2023-06-28
148,68,user148@saas.example,billing,true,2023-06-29
149,69,user149@saas.example,billing,true,2023-06-30
150,70,user150@saas.example,billing,true,2023-07-01
151,71,user151@saas.example,admin,true,2023-07-02
152,72,user152@saas.example,admin,true,2023-07-03
153,73,user153@saas.example,admin,true,2023-07-04
154,74,user154@saas.example,billing,true,2023-07-05
155,75,user155@saas.example,billing,true,2023-07-06
156,76,user156@saas.example,billing,false,2023-07-07
157,77,user157@saas.example,admin,true,2023-07-08
158,78,user158@saas.example,admin,true,2023-07-09
159,79,user159@saas.example,admin,true,2023-07-10
160,80,user160@saas.example,billing,true,2023-07-11
161,1,user161@saas.example,member,true,2023-07-12
162,2,user162@saas.example,admin,true,2023-07-13
163,3,user163@saas.example,member,true,2023-07-14
164,4,user164@saas.example,billing,true,2023-07-15
165,5,user165@saas.example,member,true,2023-07-16
166,6,user166@saas.example,billing,true,2023-07-17
167,7,user167@saas.example,admin,true,2023-07-18
168,8,user168@saas.example,admin,true,2023-07-19
169,9,user169@saas.example,admin,false,2023-07-20
170,10,user170@saas.example,member,true,2023-07-21
171,11,user171@saas.example,admin,true,2023-07-22
172,12,user172@saas.example,member,true,2023-07-23
173,13,user173@saas.example,billing,true,2023-07-24
174,14,user174@saas.example,member,true,2023-07-25
175,15,user175@saas.example,billing,true,2023-07-26
176,16,user176@saas.example,member,true,2023-07-27
177,17,user177@saas.example,member,true,2023-07-28
178,18,user178@saas.example,billing,true,2023-07-29
179,19,user179@saas.example,admin,true,2023-07-30
180,20,user180@saas.example,member,true,2023-07-31
181,21,user181@saas.example,admin,true,2023-08-01
182,22,user182@saas.example,billing,false,2023-08-02
183,23,user183@saas.example,billing,true,2023-08-03
184,24,user184@saas.example,billing,true,2023-08-04
185,25,user185@saas.example,admin,true,2023-08-05
186,26,user186@saas.example,member,true,2023-08-06
187,27,user187@saas.example,member,true,2023-08-07
188,28,user188@saas.example,admin,true,2023-08-08
189,29,user189@saas.example,admin,true,2023-08-09
190,30,user190@saas.example,admin,true,2023-08-10
191,31,user191@saas.example,member,true,2023-08-11
192,32,user192@saas.example,billing,true,2023-08-12
193,33,user193@saas.example,admin,true,2023-08-13
194,34,user194@saas.example,billing,true,2023-08-14
195,35,user195@saas.example,billing,false,2023-08-15
196,36,user196@saas.example,billing,true,2023-08-16
197,37,user197@saas.example,billing,true,2023-08-17
198,38,user198@saas.example,billing,true,2023-08-18
199,39,user199@saas.example,billing,true,2023-08-19
200,40,user200@saas.example,admin,true,2023-08-20
201,41,user201@saas.example,admin,true,2023-08-21
202,42,user202@saas.example,admin,true,2023-08-22
203,43,user203@saas.example,admin,true,2023-08-23
204,44,user204@saas.example,admin,true,2023-08-24
205,45,user205@saas.example,billing,true,2023-08-25
206,46,user206@saas.example,admin,true,2023-08-26
207,47,user207@saas.example,billing,true,2023-08-27
208,48,user208@saas.example,admin,false,2023-08-28
209,49,user209@saas.example,billing,true,2023-08-29
210,50,user210@saas.example,admin,true,2023-08-30
211,51,user211@saas.example,billing,true,2023-08-31
212,52,user212@saas.example,billing,true,2023-09-01
213,53,user213@saas.example,member,true,2023-09-02
214,54,user214@saas.example,member,true,2023-09-03
215,55,user215@saas.example,admin,true,2023-09-04
216,56,user216@saas.example,billing,true,2023-09-05
217,57,user217@saas.example,billing,true,2023-09-06
218,58,user218@saas.example,member,true,2023-09-07
219,59,user219@saas.example,billing,true,2023-09-08
220,60,user220@saas.example,billing,true,2023-09-09
221,61,user221@saas.example,member,false,2023-09-10
222,62,user222@saas.example,member,true,2023-09-11
223,63,user223@saas.example,member,true,2023-09-12
224,64,user224@saas.example,billing,true,2023-09-13
225,65,user225@saas.example,admin,true,2023-09-14
226,66,user226@saas.example,member,true,2023-09-15
227,67,user227@saas.example,member,true,2023-09-16
228,68,user228@saas.example,billing,true,2023-09-17
229,69,user229@saas.example,billing,true,2023-09-18
230,70,user230@saas.example,billing,true,2023-09-19
231,71,user231@saas.example,member,true,2023-09-20
232,72,user232@saas.example,admin,true,2023-09-21
233,73,user233@saas.example,billing,true,2023-09-22
234,74,user234@saas.example,member,false,2023-09-23
235,75,user235@saas.example,admin,true,2023-09-24
236,76,user236@saas.example,billing,true,2023-09-25
237,77,user237@saas.example,member,true,2023-09-26
238,78,user238@saas.example,billing,true,2023-09-27
239,79,user239@saas.example,member,true,2023-09-28
240,80,user240@saas.example,admin,true,2023-09-29
241,1,user241@saas.example,billing,true,2023-09-30
242,2,user242@saas.example,admin,true,2023-10-01
243,3,user243@saas.example,billing,true,2023-10-02
244,4,user244@saas.example,admin,true,2023-10-03
245,5,user245@saas.example,billing,true,2023-10-04
246,6,user246@saas.example,billing,true,2023-10-05
247,7,user247@saas.example,billing,false,2023-10-06
248,8,user248@saas.example,billing,true,2023-10-07
249,9,user249@saas.example,admin,true,2023-10-08
250,10,user250@saas.example,billing,true,2023-10-09
251,11,user251@saas.example,member,true,2023-10-10
252,12,user252@saas.example,member,true,2023-10-11
253,13,user253@saas.example,admin,true,2023-10-12
254,14,user254@saas.example,billing,true,2023-10-13
255,15,user255@saas.example,billing,true,2023-10-14
256,16,user256@saas.example,member,true,2023-10-15
257,17,user257@saas.example,billing,true,2023-10-16
258,18,user258@saas.example,billing,true,2023-10-17
259,19,user259@saas.example,member,true,2023-10-18
260,20,user260@saas.example,billing,false,2023-10-19
261,21,user261@saas.example,member,true,2023-10-20
262,22,user262@saas.example,admin,true,2023-10-21
263,23,user263@saas.example,admin,true,2023-10-22
264,24,user264@saas.example,billing,true,2023-10-23
265,25,user265@saas.example,billing,true,2023-10-24
266,26,user266@saas.example,member,true,2023-10-25
267,27,user267@saas.example,billing,true,2023-10-26
268,28,user268@saas.example,billing,true,2023-10-27
269,29,user269@saas.example,admin,true,2023-10-28
270,30,user270@saas.example,billing,true,2023-10-29
271,31,user271@saas.example,member,true,2023-10-30
272,32,user272@saas.example,member,true,2023-10-31
273,33,user273@saas.example,admin,false,2023-11-01
274,34,user274@saas.example,billing,true,2023-11-02
275,35,user275@saas.example,billing,true,2023-11-03
276,36,user276@saas.example,billing,true,2023-11-04
277,37,user277@saas.example,member,true,2023-11-05
278,38,user278@saas.example,billing,true,2023-11-06
279,39,user279@saas.example,admin,true,2023-11-07
280,40,user280@saas.example,member,true,2023-11-08
281,41,user281@saas.example,admin,true,2023-11-09
282,42,user282@saas.example,billing,true,2023-11-10
283,43,user283@saas.example,member,true,2023-11-11
284,44,user284@saas.example,admin,true,2023-11-12
285,45,user285@saas.example,admin,true,2023-11-13
286,46,user286@saas.example,billing,false,2023-11-14
287,47,user287@saas.example,admin,true,2023-11-15
288,48,user288@saas.example,billing,true,2023-11-16
289,49,user289@saas.example,billing,true,2023-11-17
290,50,user290@saas.example,member,true,2023-11-18
291,51,user291@saas.example,admin,true,2023-11-19
292,52,user292@saas.example,admin,true,2023-11-20
293,53,user293@saas.example,billing,true,2023-11-21
294,54,user294@saas.example,member,true,2023-11-22
295,55,user295@saas.example,admin,true,2023-11-23
296,56,user296@saas.example,member,true,2023-11-24
297,57,user297@saas.example,admin,true,2023-11-25
298,58,user298@saas.example,member,true,2023-11-26
299,59,user299@saas.example,admin,false,2023-11-27
300,60,user300@saas.example,member,true,2023-11-28
301,61,user301@saas.example,admin,true,2023-11-29
302,62,user302@saas.example,admin,true,2023-11-30
303,63,user303@saas.example,billing,true,2023-12-01
304,64,user304@saas.example,member,true,2023-12-02
305,65,user305@saas.example,billing,true,2023-12-03
306,66,user306@saas.example,billing,true,2023-12-04
307,67,user307@saas.example,member,true,2023-12-05
308,68,user308@saas.example,billing,true,2023-12-06
309,69,user309@saas.example,member,true,2023-12-07
310,70,user310@saas.example,admin,true,2023-12-08
311,71,user311@saas.example,billing,true,2023-12-09
312,72,user312@saas.example,member,false,2023-12-10
313,73,user313@saas.example,billing,true,2023-12-11
314,74,user314@saas.example,member,true,2023-12-12
315,75,user315@saas.example,member,true,2023-12-13
316,76,user316@saas.example,member,true,2023-12-14
317,77,user317@saas.example,admin,true,2023-12-15
318,78,user318@saas.example,member,true,2023-12-16
319,79,user319@saas.example,admin,true,2023-12-17
320,80,user320@saas.example,member,true,2023-12-18
321,1,user321@saas.example,member,true,2023-12-19
322,2,user322@saas.example,member,true,2023-12-20
323,3,user323@saas.example,billing,true,2023-12-21
324,4,user324@saas.example,member,true,2023-12-22
325,5,user325@saas.example,billing,false,2023-12-23
326,6,user326@saas.example,member,true,2023-12-24
327,7,user327@saas.example,admin,true,2023-12-25
328,8,user328@saas.example,admin,true,2023-12-26
329,9,user329@saas.example,billing,true,2023-12-27
330,10,user330@saas.example,admin,true,2023-12-28
331,11,user331@saas.example,admin,true,2023-12-29
332,12,user332@saas.example,billing,true,2023-12-30
333,13,user333@saas.example,member,true,2023-12-31
334,14,user334@saas.example,billing,true,2024-01-01
335,15,user335@saas.example,member,true,2024-01-02
336,16,user336@saas.example,member,true,2024-01-03
337,17,user337@saas.example,member,true,2024-01-04
338,18,user338@saas.example,admin,false,2024-01-05
339,19,user339@saas.example,member,true,2024-01-06
340,20,user340@saas.example,admin,true,2024-01-07
341,21,user341@saas.example,member,true,2024-01-08
342,22,user342@saas.example,member,true,2024-01-09
343,23,user343@saas.example,billing,true,2024-01-10
344,24,user344@saas.example,member,true,2024-01-11
345,25,user345@saas.example,member,true,2024-01-12
346,26,user346@saas.example,admin,true,2024-01-13
347,27,user347@saas.example,admin,true,2024-01-14
348,28,user348@saas.example,member,true,2024-01-15
349,29,user349@saas.example,member,true,2024-01-16
350,30,user350@saas.example,member,true,2024-01-17
351,31,user351@saas.example,admin,false,2024-01-18
352,32,user352@saas.example,member,true,2024-01-19
353,33,user353@saas.example,member,true,2024-01-20
354,34,user354@saas.example,billing,true,2024-01-21
355,35,user355@saas.example,admin,true,2024-01-22
356,36,user356@saas.example,billing,true,2024-01-23
357,37,user357@saas.example,member,true,2024-01-24
358,38,user358@saas.example,billing,true,2024-01-25
359,39,user359@saas.example,admin,true,2024-01-26
360,40,user360@saas.example,member,true,2024-01-27
361,41,user361@saas.example,admin,true,2024-01-28
362,42,user362@saas.example,member,true,2024-01-29
363,43,user363@saas.example,admin,true,2024-01-30
364,44,user364@saas.example,billing,false,2024-01-31
365,45,user365@saas.example,admin,true,2024-02-01
366,46,user366@saas.example,billing,true,2024-02-02
367,47,user367@saas.example,member,true,2024-02-03
368,48,user368@saas.example,admin,true,2024-02-04
369,49,user369@saas.example,member,true,2024-02-05
370,50,user370@saas.example,member,true,2024-02-06
371,51,user371@saas.example,member,true,2024-02-07
372,52,user372@saas.example,billing,true,2024-02-08
373,53,user373@saas.example,admin,true,2024-02-09
374,54,user374@saas.example,billing,true,2024-02-10
375,55,user375@saas.example,member,true,2024-02-11
376,56,user376@saas.example,admin,true,2024-02-12
377,57,user377@saas.example,billing,false,2024-02-13
378,58,user378@saas.example,member,true,2024-02-14
379,59,user379@saas.example,member,true,2024-02-15
380,60,user380@saas.example,member,true,2024-02-16
381,61,user381@saas.example,billing,true,2024-02-17
382,62,user382@saas.example,member,true,2024-02-18
383,63,user383@saas.example,admin,true,2024-02-19
384,64,user384@saas.example,member,true,2024-02-20
385,65,user385@saas.example,member,true,2024-02-21
386,66,user386@saas.example,admin,true,2024-02-22
387,67,user387@saas.example,admin,true,2024-02-23
388,68,user388@saas.example,billing,true,2024-02-24
389,69,user389@saas.example,admin,true,2024-02-25
390,70,user390@saas.example,member,false,2024-02-26
391,71,user391@saas.example,member,true,2024-02-27
392,72,user392@saas.example,member,true,2024-02-28
393,73,user393@saas.example,billing,true,2024-02-29
394,74,user394@saas.example,admin,true,2024-03-01
395,75,user395@saas.example,admin,true,2024-03-02
396,76,user396@saas.example,member,true,2024-03-03
397,77,user397@saas.example,billing,true,2024-03-04
398,78,user398@saas.example,admin,true,2024-03-05
399,79,user399@saas.example,admin,true,2024-03-06
400,80,user400@saas.example,admin,true,2024-03-07
